Open Date,Close Date,Symbol,Action,Lots,Open Price,Close Price,Pips,Profit
10/22/2019 21:50,11/08/2019 17:02,EURUSD,Sell,0.1,1.11243,1.10243,100,109.88
10/21/2019 21:50,10/22/2019 11:24,EURUSD,Sell,6.4,1.11467,1.114,6.7,462.08
10/18/2019 21:50,10/22/2019 11:24,EURUSD,Sell,1.6,1.11571,1.114,17.1,290.24
10/17/2019 21:50,10/22/2019 11:24,EURUSD,Sell,0.4,1.1122,1.114,-18,-65.76
10/15/2019 21:50,10/22/2019 11:24,EURUSD,Sell,0.1,1.10288,1.114,-111.2,-107.56
10/15/2019 21:50,10/17/2019 12:38,EURUSD,Buy,0.1,1.1032,1.1132,100,95.64
10/14/2019 21:50,10/15/2019 10:15,EURUSD,Sell,1.92,1.10298,1.10193,10.5,212.93
10/11/2019 21:50,10/15/2019 10:15,EURUSD,Sell,0.48,1.1041,1.10193,21.7,109.82
09/25/2019 21:50,10/15/2019 10:15,EURUSD,Sell,0.12,1.09364,1.10193,-82.9,-85.31
09/25/2019 21:50,10/11/2019 14:13,EURUSD,Buy,0.12,1.09393,1.10393,100,95.85
09/23/2019 21:50,09/24/2019 22:36,EURUSD,Buy,0.48,1.09936,1.10222,28.6,131.9
09/24/2019 21:50,09/24/2019 22:36,EURUSD,Buy,1.92,1.10153,1.10222,6.9,132.48
09/13/2019 21:50,09/24/2019 22:36,EURUSD,Buy,0.12,1.10748,1.10222,-52.6,-75.19
09/13/2019 21:50,09/23/2019 10:40,EURUSD,Sell,0.12,1.10714,1.09714,100,125.67
09/04/2019 21:50,09/13/2019 09:06,EURUSD,Buy,0.12,1.10351,1.10759,40.8,34.2
09/12/2019 21:50,09/13/2019 09:06,EURUSD,Buy,0.48,1.10706,1.10759,5.3,20.06
09/04/2019 21:50,09/12/2019 15:45,EURUSD,Sell,0.12,1.10328,1.09328,100,127.08
09/03/2019 21:50,09/04/2019 09:22,EURUSD,Buy,7.68,1.09699,1.09783,8.4,559.1
09/02/2019 21:50,09/04/2019 09:22,EURUSD,Buy,1.92,1.09718,1.09783,6.5,81.8
08/30/2019 21:50,09/04/2019 09:22,EURUSD,Buy,0.48,1.09779,1.09783,0.4,-14.22
08/20/2019 21:50,09/04/2019 09:22,EURUSD,Buy,0.12,1.11006,1.09783,-122.3,-166.88
08/20/2019 21:50,08/30/2019 18:05,EURUSD,Sell,0.12,1.10971,1.09971,100,128.5
08/19/2019 21:50,08/20/2019 20:34,EURUSD,Buy,1.92,1.10857,1.11016,15.9,283.78
08/16/2019 21:50,08/20/2019 20:34,EURUSD,Buy,0.48,1.11002,1.11016,1.4,-4.04
08/08/2019 21:50,08/20/2019 20:34,EURUSD,Buy,0.12,1.11896,1.11016,-88,-119.01
08/08/2019 21:50,08/16/2019 11:01,EURUSD,Sell,0.12,1.11863,1.10863,100,125.67
08/07/2019 21:50,08/08/2019 14:02,EURUSD,Sell,1.92,1.1215,1.11983,16.7,354.62
08/06/2019 21:50,08/08/2019 14:02,EURUSD,Sell,0.48,1.11964,1.11983,-1.9,2.21
08/02/2019 21:50,08/08/2019 14:02,EURUSD,Sell,0.12,1.11113,1.11983,-87,-100.07
08/02/2019 21:50,08/06/2019 01:00,EURUSD,Buy,0.12,1.11143,1.12143,100,117.28
08/01/2019 21:50,08/02/2019 10:59,EURUSD,Buy,0.48,1.10852,1.111,24.8,113.52
07/25/2019 21:50,08/02/2019 10:59,EURUSD,Buy,0.12,1.11471,1.111,-37.1,-55.56
07/25/2019 21:50,08/01/2019 03:46,EURUSD,Sell,0.12,1.11438,1.10438,100,125.54
07/24/2019 21:50,07/25/2019 14:45,EURUSD,Buy,1.92,1.11394,1.11558,16.4,248.64
07/23/2019 21:50,07/25/2019 14:45,EURUSD,Buy,0.48,1.11531,1.11558,2.7,-9.12
07/10/2019 21:50,07/25/2019 14:45,EURUSD,Buy,0.12,1.12552,1.11558,-99.4,-142.74
07/10/2019 21:50,07/23/2019 17:59,EURUSD,Sell,0.12,1.12518,1.11518,100,130.29
07/05/2019 21:50,07/10/2019 15:46,EURUSD,Buy,7.68,1.12221,1.12448,22.7,1478.4
06/25/2019 21:50,07/10/2019 15:46,EURUSD,Buy,0.12,1.13776,1.12448,-132.8,-180.06
07/03/2019 21:50,07/10/2019 15:46,EURUSD,Buy,0.48,1.1282,1.12448,-37.2,-217.2
07/04/2019 21:51,07/10/2019 15:46,EURUSD,Buy,1.92,1.12855,1.12448,-40.7,-869.76
06/25/2019 21:50,07/03/2019 10:12,EURUSD,Sell,0.12,1.13742,1.12742,100,126.33
06/24/2019 21:50,06/25/2019 19:36,EURUSD,Sell,7.68,1.13977,1.13777,20,1586.69
06/18/2019 21:50,06/25/2019 19:36,EURUSD,Sell,0.12,1.11928,1.13777,-184.9,-216.34
06/21/2019 21:50,06/25/2019 19:36,EURUSD,Sell,1.92,1.13639,1.13777,-13.8,-239.62
06/20/2019 21:50,06/25/2019 19:36,EURUSD,Sell,0.48,1.12888,1.13777,-88.9,-417.21
06/18/2019 21:50,06/20/2019 10:52,EURUSD,Buy,0.12,1.11958,1.12958,100,114.48
06/17/2019 21:50,06/18/2019 05:09,EURUSD,Buy,1.92,1.12195,1.12312,11.7,202.56
06/14/2019 21:50,06/18/2019 05:09,EURUSD,Buy,0.48,1.12136,1.12312,17.6,73.44
06/10/2019 21:50,06/18/2019 05:09,EURUSD,Buy,0.12,1.13157,1.12312,-84.5,-112.44
06/10/2019 21:50,06/14/2019 19:29,EURUSD,Sell,0.12,1.13131,1.12131,100,124.75
06/07/2019 21:50,06/10/2019 08:18,EURUSD,Sell,7.68,1.13333,1.1308,25.3,1993.73
05/02/2019 21:50,06/10/2019 08:18,EURUSD,Sell,0.12,1.11737,1.1308,-134.3,-131.58
06/05/2019 21:50,06/10/2019 08:18,EURUSD,Sell,0.48,1.12234,1.1308,-84.6,-390.24
06/06/2019 21:50,06/10/2019 08:18,EURUSD,Sell,1.92,1.12689,1.1308,-39.1,-725.38
05/02/2019 21:50,06/05/2019 11:45,EURUSD,Buy,0.12,1.11764,1.12764,100,75.27
05/01/2019 21:50,05/02/2019 18:20,EURUSD,Sell,0.44,1.11967,1.11752,21.5,103.71
04/26/2019 21:50,05/02/2019 18:20,EURUSD,Sell,0.11,1.11512,1.11752,-24,-21.84
04/26/2019 21:50,05/01/2019 21:00,EURUSD,Buy,0.11,1.11538,1.12538,100,106.01
04/25/2019 21:50,04/26/2019 15:41,EURUSD,Buy,1.76,1.11299,1.11501,20.2,334.22
04/24/2019 21:50,04/26/2019 15:41,EURUSD,Buy,0.44,1.11525,1.11501,-2.4,-31.85
04/16/2019 21:50,04/26/2019 15:41,EURUSD,Buy,0.11,1.12916,1.11501,-141.5,-171.61
04/16/2019 21:50,04/24/2019 16:06,EURUSD,Sell,0.11,1.1289,1.1189,100,116.08
04/15/2019 21:50,04/16/2019 12:15,EURUSD,Sell,1.76,1.13021,1.12884,13.7,253.26
04/12/2019 21:50,04/16/2019 12:15,EURUSD,Sell,0.44,1.12971,1.12884,8.7,44.36
04/01/2019 21:50,04/16/2019 12:15,EURUSD,Sell,0.11,1.12076,1.12884,-80.8,-77.48
04/01/2019 21:50,04/12/2019 12:11,EURUSD,Buy,0.11,1.12103,1.13103,100,92.71
03/29/2019 21:50,04/01/2019 05:50,EURUSD,Buy,7.04,1.12188,1.12307,11.9,752.58
03/28/2019 21:50,04/01/2019 05:50,EURUSD,Buy,1.76,1.12288,1.12307,1.9,-9.16
03/21/2019 21:50,04/01/2019 05:50,EURUSD,Buy,0.11,1.13611,1.12307,-130.4,-155.41
03/27/2019 21:50,04/01/2019 05:50,EURUSD,Buy,0.44,1.12649,1.12307,-34.2,-177.09
03/21/2019 21:50,03/27/2019 04:56,EURUSD,Sell,0.11,1.13585,1.12585,100,113.04
03/20/2019 21:50,03/20/2019 23:56,EURUSD,Sell,7.04,1.14429,1.14123,30.6,2154.24
03/11/2019 21:50,03/20/2019 23:56,EURUSD,Sell,0.11,1.12449,1.14123,-167.4,-177.3
03/18/2019 21:50,03/20/2019 23:56,EURUSD,Sell,0.44,1.13319,1.14123,-80.4,-347.68
03/19/2019 21:50,03/20/2019 23:56,EURUSD,Sell,1.76,1.13529,1.14123,-59.4,-1033.3
03/11/2019 21:50,03/18/2019 10:48,EURUSD,Buy,0.11,1.12474,1.13474,100,100.69
03/08/2019 20:50,03/11/2019 12:42,EURUSD,Buy,1.76,1.1242,1.12507,8.7,131.82
03/07/2019 20:50,03/11/2019 12:42,EURUSD,Buy,0.44,1.12217,1.12507,29,116.96
02/12/2019 20:50,03/11/2019 12:42,EURUSD,Buy,0.11,1.13339,1.12507,-83.2,-128.06
02/12/2019 20:50,03/07/2019 16:59,EURUSD,Sell,0.11,1.13312,1.12312,100,126.81
02/11/2019 20:50,02/12/2019 14:39,EURUSD,Buy,30.08,1.12712,1.12934,22.2,6301.76
02/04/2019 20:50,02/12/2019 14:39,EURUSD,Buy,0.47,1.1432,1.12934,-138.6,-700.01
02/07/2019 20:50,02/12/2019 14:39,EURUSD,Buy,1.88,1.13539,1.12934,-60.5,-1208.95
02/08/2019 20:50,02/12/2019 14:39,EURUSD,Buy,7.52,1.1326,1.12934,-32.6,-2639.52
02/04/2019 20:50,02/07/2019 13:39,EURUSD,Sell,0.47,1.14294,1.13294,100,482.26
02/01/2019 20:50,02/04/2019 06:33,EURUSD,Sell,7.2,1.14617,1.14453,16.4,1218.38
01/31/2019 20:50,02/04/2019 06:33,EURUSD,Sell,1.8,1.14433,1.14453,-2,-17.2
01/21/2019 20:50,02/04/2019 06:33,EURUSD,Sell,0.45,1.13645,1.14453,-80.8,-330.7
01/21/2019 20:50,01/30/2019 21:04,EURUSD,Buy,0.45,1.13673,1.14673,100,397.09
01/18/2019 20:50,01/21/2019 09:05,EURUSD,Buy,7.04,1.13675,1.13847,17.2,1118.94
01/17/2019 20:50,01/21/2019 09:05,EURUSD,Buy,1.76,1.13867,1.13847,-2,-81.18
01/07/2019 20:50,01/21/2019 09:05,EURUSD,Buy,0.44,1.148,1.13847,-95.3,-499.8
01/07/2019 20:50,01/17/2019 09:11,EURUSD,Sell,0.44,1.14773,1.13773,100,467.58
12/24/2018 20:50,12/26/2018 10:39,EURUSD,Sell,6.72,1.14121,1.13923,19.8,1400.72
11/20/2018 20:50,12/26/2018 10:39,EURUSD,Sell,0.42,1.13652,1.13923,-27.1,-34.93
12/21/2018 20:50,12/26/2018 10:39,EURUSD,Sell,1.68,1.13631,1.13923,-29.2,-464.25
11/20/2018 20:50,12/20/2018 11:23,EURUSD,Buy,0.42,1.13677,1.14677,100,244.37
11/19/2018 20:50,11/20/2018 11:03,EURUSD,Sell,6.4,1.14506,1.14263,24.3,1588.61
11/16/2018 20:50,11/20/2018 11:03,EURUSD,Sell,1.6,1.14153,1.14263,-11,-159.3
11/13/2018 20:50,11/20/2018 11:03,EURUSD,Sell,0.4,1.12553,1.14263,-171,-669.38
11/13/2018 20:50,11/15/2018 21:32,EURUSD,Buy,0.4,1.12578,1.13578,100,379.11
11/12/2018 20:50,11/13/2018 18:14,EURUSD,Buy,1.6,1.12383,1.12846,46.3,719.9
11/01/2018 21:50,11/13/2018 18:14,EURUSD,Buy,0.4,1.14077,1.12846,-123.1,-544.61
11/01/2018 21:50,11/12/2018 08:33,EURUSD,Sell,0.4,1.1405,1.1305,100,418.8
10/31/2018 21:50,11/01/2018 06:43,EURUSD,Buy,1.56,1.13138,1.1345,31.2,425.6
10/26/2018 21:50,11/01/2018 06:43,EURUSD,Buy,0.39,1.14078,1.1345,-62.8,-275.47
10/26/2018 21:50,10/31/2018 20:53,EURUSD,Sell,0.39,1.14051,1.13051,100,396.12
10/25/2018 21:50,10/26/2018 17:36,EURUSD,Buy,6.08,1.13623,1.13845,22.2,1270.36
10/24/2018 21:50,10/26/2018 17:36,EURUSD,Buy,1.52,1.13945,1.13845,-10,-231.4
10/10/2018 21:50,10/26/2018 17:36,EURUSD,Buy,0.38,1.15266,1.13845,-142.1,-629.29
10/10/2018 21:50,10/24/2018 11:00,EURUSD,Sell,0.38,1.15243,1.14243,100,407.74
10/09/2018 21:50,10/10/2018 17:00,EURUSD,Buy,1.48,1.15019,1.15236,21.7,301.83
10/02/2018 21:50,10/10/2018 17:00,EURUSD,Buy,0.37,1.15484,1.15236,-24.8,-130.41
10/02/2018 21:50,10/09/2018 13:04,EURUSD,Sell,0.37,1.1546,1.1446,100,383.51
09/24/2018 21:50,10/02/2018 11:50,EURUSD,Buy,0.1,1.17582,1.15129,-245.3,-254.45
09/27/2018 21:50,10/02/2018 11:50,EURUSD,Buy,0.4,1.16591,1.15129,-146.2,-599.59
09/28/2018 21:50,10/02/2018 11:50,EURUSD,Buy,1.6,1.16146,1.15129,-101.7,-1669
10/01/2018 21:50,10/02/2018 11:50,EURUSD,Buy,6.4,1.15776,1.15129,-64.7,-4224.38
09/24/2018 21:50,09/27/2018 21:19,EURUSD,Sell,0.1,1.17557,1.16557,100,102.11
09/20/2018 21:50,09/24/2018 08:54,EURUSD,Sell,0.4,1.1773,1.17357,37.3,152.58
09/21/2018 21:50,09/24/2018 08:54,EURUSD,Sell,1.6,1.17443,1.17357,8.6,144.35
09/05/2018 21:50,09/24/2018 08:54,EURUSD,Sell,0.1,1.16228,1.17357,-112.9,-104.89
09/05/2018 21:50,09/20/2018 14:19,EURUSD,Buy,0.1,1.16252,1.17252,100,81.5
09/04/2018 21:50,09/05/2018 04:22,EURUSD,Buy,6.4,1.15797,1.1596,16.3,973.57
08/31/2018 21:50,09/05/2018 04:22,EURUSD,Buy,0.4,1.16043,1.1596,-8.3,-46.25
08/29/2018 21:50,09/05/2018 04:22,EURUSD,Buy,0.1,1.17016,1.1596,-105.6,-113.22
09/03/2018 21:58,09/05/2018 04:22,EURUSD,Buy,1.6,1.162,1.1596,-24,-418.82
08/29/2018 21:50,08/31/2018 18:42,EURUSD,Sell,0.1,1.16991,1.15991,100,101.69
08/28/2018 21:50,08/29/2018 09:00,EURUSD,Sell,1.6,1.16939,1.16748,19.1,312.35
08/27/2018 21:50,08/29/2018 09:00,EURUSD,Sell,0.4,1.16759,1.16748,1.1,7.78
08/23/2018 21:50,08/29/2018 09:00,EURUSD,Sell,0.1,1.15372,1.16748,-137.6,-135.92
08/23/2018 21:50,08/27/2018 02:55,EURUSD,Buy,0.1,1.15394,1.16394,100,97.82
08/22/2018 21:50,08/23/2018 03:37,EURUSD,Sell,1.6,1.1585,1.15701,14.9,258.66
08/21/2018 21:50,08/23/2018 03:37,EURUSD,Sell,0.4,1.15801,1.15701,10,46.75
08/20/2018 21:50,08/23/2018 03:37,EURUSD,Sell,0.1,1.14655,1.15701,-104.6,-102.49
08/20/2018 21:50,08/21/2018 19:55,EURUSD,Buy,0.1,1.14678,1.15678,100,98.91
08/17/2018 21:57,08/20/2018 11:53,EURUSD,Sell,0.4,1.14424,1.14094,33,133.69
08/14/2018 21:50,08/20/2018 11:53,EURUSD,Sell,0.1,1.13395,1.14094,-69.9,-67.37
08/14/2018 21:50,08/17/2018 21:57,EURUSD,Buy,0.1,1.1342,1.1442,100,94.56
08/13/2018 21:50,08/14/2018 06:39,EURUSD,Buy,1.6,1.13968,1.14152,18.4,276.99
08/10/2018 21:50,08/14/2018 06:39,EURUSD,Buy,0.4,1.14007,1.14152,14.5,49.3
08/07/2018 21:50,08/14/2018 06:39,EURUSD,Buy,0.1,1.15948,1.14152,-179.6,-187.22
08/07/2018 21:50,08/10/2018 08:09,EURUSD,Sell,0.1,1.1592,1.1492,100,102.11
08/06/2018 21:50,08/07/2018 11:45,EURUSD,Buy,0.4,1.15563,1.15875,31.2,120.45
07/19/2018 21:50,08/07/2018 11:45,EURUSD,Buy,0.1,1.16503,1.15875,-62.8,-81.31
07/19/2018 21:50,08/06/2018 13:14,EURUSD,Sell,0.1,1.16479,1.15479,100,106.74
07/18/2018 21:50,07/19/2018 20:19,EURUSD,Buy,1.4,1.16499,1.16757,25.8,315.5
07/16/2018 21:50,07/19/2018 20:19,EURUSD,Buy,0.35,1.17169,1.16757,-41.2,-163.24
07/16/2018 21:50,07/18/2018 11:30,EURUSD,Sell,0.35,1.17144,1.16144,100,352.96
07/13/2018 21:50,07/16/2018 08:54,EURUSD,Buy,1.4,1.1679,1.17047,25.7,344.57
07/10/2018 21:50,07/16/2018 08:54,EURUSD,Buy,0.35,1.17454,1.17047,-40.7,-165.3
07/10/2018 21:50,07/13/2018 10:00,EURUSD,Sell,0.35,1.17429,1.16429,100,357.39
07/09/2018 21:50,07/10/2018 12:00,EURUSD,Sell,1.4,1.17464,1.1719,27.4,389.51
06/29/2018 21:50,07/10/2018 12:00,EURUSD,Sell,0.35,1.16716,1.1719,-47.4,-152.59
06/29/2018 21:50,07/09/2018 09:09,EURUSD,Buy,0.35,1.16743,1.17743,100,319.53
06/28/2018 21:50,06/29/2018 05:36,EURUSD,Buy,1.4,1.15568,1.15872,30.4,410.37
06/26/2018 21:50,06/29/2018 05:36,EURUSD,Buy,0.35,1.1647,1.15872,-59.8,-228.34
06/26/2018 21:50,06/27/2018 22:15,EURUSD,Sell,0.35,1.16441,1.15441,100,351.48
06/26/2018 21:50,06/27/2018 03:06,EURUSD,Buy,1.4,1.16468,1.16439,-2.9,-55.83
06/25/2018 21:50,06/26/2018 12:09,EURUSD,Sell,1.4,1.17079,1.16691,38.8,549.11
06/19/2018 21:50,06/26/2018 12:09,EURUSD,Sell,0.35,1.15757,1.16691,-93.4,-316.55
06/19/2018 21:50,06/25/2018 14:20,EURUSD,Buy,0.35,1.15783,1.16783,100,327.15
06/18/2018 21:50,06/19/2018 02:41,EURUSD,Buy,22.4,1.16192,1.16249,5.7,1033.09
06/15/2018 21:50,06/19/2018 02:41,EURUSD,Buy,5.6,1.16105,1.16249,14.4,684.54
06/14/2018 21:50,06/19/2018 02:41,EURUSD,Buy,1.4,1.16055,1.16249,19.4,225.91
06/08/2018 21:50,06/19/2018 02:41,EURUSD,Buy,0.35,1.17732,1.16249,-148.3,-553.33
06/08/2018 21:50,06/14/2018 16:18,EURUSD,Sell,0.35,1.17709,1.16709,100,358.87
